iteration,evolution,0,1,2,3,4,5,6,7,8,9
39,4,9.090000000000002,0.0,0.0,-7.128000000000001,0.0,-5.610000000000001,9.0,3.04,0.0,-7.59
40,4,9.144,11.816,0.0,-7.030000000000002,7.347999999999999,-5.277999999999999,-5.688,-3.87,-11.28,7.163999999999998
41,4,0.5640000000000001,0.5640000000000001,8.352,0.0,-9.698,-8.100000000000001,-6.76,-5.4,-9.351999999999999,-8.943999999999999
42,4,9.203999999999999,12.690000000000001,6.419999999999999,-11.936,0.0,9.099999999999998,-8.190000000000001,-10.59,-9.336,8.866
43,4,-6.989999999999999,-8.28,-4.810000000000001,0.0,-7.061999999999999,5.459999999999999,-8.206,-2.58,-7.986,-3.620000000000001
44,4,-13.088000000000001,1.2559999999999998,-8.68,-14.111999999999998,-6.534000000000001,-3.5760000000000005,-11.899999999999999,8.204,6.380000000000001,9.384
45,4,-6.459999999999999,-7.744,0.482,-11.04,8.184,-0.1200000000000001,-4.862000000000002,2.926,-8.303999999999998,3.484
46,4,-12.420000000000002,0.9600000000000002,0.0,3.2340000000000004,-8.137999999999998,3.2340000000000004,-11.200000000000001,-10.41,8.424,7.744
47,4,0.9279999999999999,-3.2600000000000007,-4.676000000000001,-14.508000000000001,-10.948,-10.01,6.984000000000001,1.8919999999999992,-6.239999999999998,6.994000000000001
48,4,5.225999999999999,-5.36,7.336,7.9300000000000015,3.7440000000000007,-6.776000000000002,5.879999999999999,0.73,-5.6419999999999995,-0.04400000000000004
49,4,-7.631999999999999,-6.336,-6.499999999999999,-8.036000000000001,-8.942,0.0,2.928,6.879999999999999,7.98,14.367999999999999
50,4,9.436,0.0,4.420000000000001,0.5660000000000001,3.2780000000000005,4.576000000000001,-5.832,7.853999999999999,8.161999999999999,-4.459999999999999
1,5,0.0,9.629999999999999,11.43,0.73,14.904000000000002,8.088,-3.2800000000000007,-7.501999999999999,-6.751999999999999,-6.699999999999999
2,5,1.032000000000001,9.989999999999998,-5.039999999999999,3.042,-8.712,9.308,6.089999999999999,2.178,-6.135999999999999,0.0
3,5,2.9399999999999995,-6.944,6.103999999999999,-10.02,-8.73,0.0,0.514,-8.398,1.2000000000000002,-9.854
4,5,-9.594,5.459999999999999,10.088000000000001,0.6859999999999999,-4.176000000000001,7.056,-3.799999999999999,12.341999999999999,-9.49,0.5680000000000001
5,5,0.0,-6.569999999999999,-6.162,0.0,9.282,-11.04,-7.080000000000001,-9.1,0.6200000000000006,7.416000000000001
6,5,-11.219999999999999,7.046,-5.74,-13.908,-7.607999999999999,8.687999999999999,0.0,-11.46,-10.5,-11.160000000000002
7,5,-10.845999999999998,5.208000000000002,10.218,3.5100000000000002,-3.8400000000000007,-9.962000000000002,-8.652000000000001,9.152,-9.49,9.768
8,5,-9.24,-10.268,-6.739999999999999,-6.299999999999999,9.048,-6.226000000000001,2.7720000000000002,0.0,-8.092,-8.616
9,5,6.994000000000001,-6.379999999999999,-7.872,3.4800000000000004,-10.332,-10.35,-8.399999999999999,-10.192,-6.629999999999999,-14.382000000000001
10,5,-7.756,-4.770000000000001,5.124000000000001,-11.088000000000001,7.511999999999999,4.0,-8.22,-9.664000000000001,-4.377999999999999,-8.704
11,5,-10.296000000000001,-5.236,-5.592,-9.216000000000001,-3.458,-10.542,-4.6080000000000005,-6.739999999999999,-7.766,-9.195999999999998
12,5,-9.839999999999998,-4.6,2.816,-4.256,0.45799999999999996,-3.2200000000000006,-5.408000000000001,-10.511999999999999,-9.155999999999999,-7.2719999999999985
13,5,-5.251999999999999,-10.469999999999999,0.0,-10.620000000000001,12.09,-8.952,-3.4320000000000004,-0.6800000000000006,-9.860000000000001,-9.384
14,5,0.0,-8.736000000000002,-9.418000000000001,8.501999999999999,-12.400000000000002,10.948,-8.940000000000001,-7.008000000000001,-8.64,-7.616
15,5,-10.472,-10.152000000000001,-9.072,-9.696000000000002,3.042,7.281999999999999,-6.81,-3.5879999999999983,-11.008,0.8800000000000008
16,5,-7.919999999999998,0.0,-9.090000000000002,-5.26,-8.712,-9.728,7.410000000000001,-6.324000000000002,-9.695999999999998,-12.138
17,5,0.0,9.911999999999999,7.535999999999999,-2.42,12.059999999999999,-3.7700000000000005,0.0,0.0,0.0,-5.920000000000001
18,5,-10.335999999999999,3.5860000000000007,-8.64,-8.49,0.0,-7.306000000000001,5.589999999999999,-11.117999999999999,-6.5120000000000005,-8.704
19,5,-3.899999999999999,-12.0,0.0,-10.751999999999999,0.0,-10.512,11.214,-10.911999999999999,-7.336,-6.329999999999999
20,5,8.652000000000001,-10.426,-8.616,-10.207999999999998,-10.92,0.0,-6.595999999999998,-11.764,-9.127999999999998,0.0
21,5,0.0,7.228000000000001,-6.324000000000002,-9.3,7.414,-8.908000000000001,-8.928,-6.2700000000000005,0.0,5.901999999999999
22,5,-8.036000000000001,-8.064,7.224000000000001,-10.675999999999998,-3.9000000000000004,-7.683999999999999,-9.943999999999999,0.0,1.871999999999999,0.0
23,5,-9.120000000000001,-1.3160000000000012,0.0,-8.171999999999999,-10.56,-5.5440000000000005,1.9139999999999993,0.0,-6.569999999999999,-6.591999999999999
24,5,-11.934,-10.623999999999999,0.0,-8.64,-9.184000000000001,10.276,-7.991999999999999,4.004000000000001,8.280000000000001,11.129999999999999
25,5,-7.167999999999999,-5.969999999999999,-9.612,0.78,0.0,-7.812000000000001,-10.527999999999999,-9.604,8.760000000000002,-6.779999999999999
26,5,5.043999999999999,-8.315999999999999,-6.468000000000001,8.376,-9.728000000000002,-8.576,-2.1779999999999995,-10.229999999999999,-2.952,7.631999999999999
27,5,-8.280000000000001,11.31,-8.928000000000003,-12.312,4.238000000000001,8.086000000000002,-6.343999999999999,-9.864,-9.399999999999999,-10.751999999999999
28,5,-7.912000000000002,10.079999999999998,-5.999999999999998,-8.216,-13.192,-11.808,-12.036,-6.820000000000001,4.416000000000001,-6.4399999999999995
29,5,7.799999999999999,-8.13,-11.088000000000001,4.991999999999999,-5.879999999999999,-7.6339999999999995,-7.540000000000001,-9.614,7.368000000000001,0.0
30,5,-11.457999999999998,-9.588000000000001,7.457999999999999,-8.664,-9.860000000000001,-5.550000000000002,-4.340000000000001,0.0,-7.4239999999999995,-9.547999999999998
31,5,3.564000000000001,-9.72,6.182,-10.234000000000002,-9.316,-6.3580000000000005,0.0,6.672000000000001,6.182,0.0
32,5,3.2880000000000003,3.08,-10.944,-6.885999999999999,7.6339999999999995,-11.628000000000002,-11.355999999999998,-4.575999999999999,1.488,-9.36
33,5,-8.712,-7.514000000000001,2.3539999999999996,8.424,-8.160000000000002,-9.724,-10.169999999999998,-11.287999999999998,0.0,-10.811999999999998
34,5,-5.010000000000002,-8.192,3.198,-7.445999999999999,-9.918000000000001,-9.112,-8.8,-8.544,-9.600000000000001,2.904
35,5,-8.148000000000001,-10.68,0.0,-9.108,-8.73,-6.6960000000000015,-9.024000000000001,-10.379999999999999,-12.235999999999999,-4.788000000000001
36,5,-10.248,-5.976,-8.748,2.3279999999999994,-4.7299999999999995,-6.9719999999999995,-11.2,3.5100000000000002,-7.7440000000000015,-9.386
37,5,-11.088000000000001,7.878000000000001,-7.9,-9.996000000000002,-12.516000000000002,0.0,-7.595999999999998,-9.006,-10.260000000000002,-11.088000000000001
38,5,-5.879999999999999,-10.947999999999999,-8.192,0.0,-8.088,2.976,-10.709999999999997,-11.392,-5.251999999999999,5.26
39,5,-6.047999999999999,7.128,-10.64,-8.568,0.0,-8.772,-8.296,-8.316,-9.984000000000002,8.632
40,5,-8.416,-6.911999999999998,-5.403999999999998,7.02,-8.988,4.394000000000001,-10.296000000000001,-7.991999999999999,-7.968,5.856
41,5,-4.82,-5.984000000000002,-6.020000000000001,-3.9160000000000013,-4.564000000000001,-7.4399999999999995,0.0,3.7960000000000003,-7.4239999999999995,-5.860000000000001
42,5,-11.303999999999998,-10.260000000000002,-7.26,-7.327999999999999,0.0,-4.800000000000001,-3.859999999999999,-7.7700000000000005,9.152,-10.668
43,5,0.0,8.207999999999998,-9.647999999999998,0.0,9.799999999999999,0.0,0.0,-12.6,14.0,0.0
44,5,-8.928000000000003,-9.792000000000002,-11.879999999999999,-9.744,-2.887999999999998,-3.1159999999999988,-4.5920000000000005,-5.381999999999999,-4.9719999999999995,-7.775999999999999
45,5,1.096,-14.363999999999999,-7.812000000000002,6.629999999999999,-11.744,2.808,2.4699999999999993,-5.312000000000001,3.5760000000000005,-7.411999999999999
46,5,-3.4560000000000004,3.6080000000000005,-10.559999999999999,-4.956000000000001,-12.235999999999999,-10.908000000000001,-8.652000000000001,-10.728000000000002,-6.240000000000001,-10.872000000000002
47,5,-3.3899999999999997,10.114,-4.498000000000001,-10.064000000000002,-7.547999999999999,-5.792000000000002,-12.919999999999998,-7.000000000000002,-7.091999999999999,5.537999999999999
48,5,12.330000000000002,-14.443999999999997,-11.392,5.412,-5.375999999999999,-12.095999999999998,9.0,-11.185999999999998,-8.424,-8.783999999999999
49,5,-11.792000000000002,0.0,-7.679999999999998,-3.979999999999999,-10.412,2.0899999999999994,3.75,-6.132,-10.416,0.39000000000000035
50,5,-10.412,-3.0679999999999996,10.764000000000001,-10.864,7.991999999999999,-3.81,2.111999999999999,-4.064,-8.527999999999999,-10.108
